FREQ,Frequenza,REG_VEHI_AREA,Territorio di immatricolazione automezzo,DATA_TYPE,Indicatore,REG_LOADING,Territorio di carico,REG_UNLOADING,Territorio di scarico,GOODS_TRANSPORT_NST_2007,Tipo di merce (NST 2007),TITLE_OF_TRANSPORT,Titolo di trasporto,DISTANCE_CLASS,Classe di percorrenza,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,WORLD,Mondo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,28975602,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,67519,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,451060,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,518579,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1443198,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,27013825,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,28457023,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC1,Piemonte,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,205409,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC1,Piemonte,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,5611913,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC1,Piemonte,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,5817322,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,14584,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,14584,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC3,Liguria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1024545,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC3,Liguria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,9650886,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC3,Liguria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,10675431,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC4,Lombardia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,96613,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC4,Lombardia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,5649047,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITC4,Lombardia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,5745660,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITDA,Trentino Alto Adige,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,102876,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITDA,Trentino Alto Adige,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,102876,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,12031,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,12031,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,90845,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,90845,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD3,Veneto,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,10100,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD3,Veneto,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,772978,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD3,Veneto,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,783077,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,82716,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,82716,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD5,Emilia-Romagna,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,879,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD5,Emilia-Romagna,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2747363,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITD5,Emilia-Romagna,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2748243,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE1,Toscana,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,101214,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE1,Toscana,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1793816,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE1,Toscana,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1895030,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE2,Umbria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,97076,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE2,Umbria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,97076,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE3,Marche,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,230,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE3,Marche,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,49700,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE3,Marche,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,49930,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE4,Lazio,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,4208,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE4,Lazio,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,158371,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITE4,Lazio,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,162579,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF1,Abruzzo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,41220,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF1,Abruzzo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,41220,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF2,Molise,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2569,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF2,Molise,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2569,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF3,Campania,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,119095,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF3,Campania,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,119095,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF4,Puglia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,33087,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF4,Puglia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,33087,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF5,Basilicata,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,6659,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF5,Basilicata,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,6659,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF6,Calabria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,28054,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITF6,Calabria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,28054,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITG1,Sicilia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,51814,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC3,Liguria,ITG1,Sicilia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,51814,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,WORLD,Mondo,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,33219369,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,WORLD,Mondo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,193310956,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,WORLD,Mondo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,226530325,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,58904,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2992965,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,3051868,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,33160465,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,190317991,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,223478457,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC1,Piemonte,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,849744,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC1,Piemonte,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,15234487,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC1,Piemonte,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,16084231,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,6331,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,221575,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,227905,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC3,Liguria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,85195,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC3,Liguria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,5382055,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC3,Liguria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,5467250,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC4,Lombardia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,29412337,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC4,Lombardia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,124667713,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITC4,Lombardia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,154080050,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITDA,Trentino Alto Adige,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,172346,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITDA,Trentino Alto Adige,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1885170,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITDA,Trentino Alto Adige,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2057516,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,79906,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,586878,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD1,Provincia Autonoma Bolzano / Bozen,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,666783,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,92440,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1298293,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD2,Provincia Autonoma Trento,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1390733,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD3,Veneto,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1207390,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD3,Veneto,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,14446494,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD3,Veneto,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,15653884,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,22694,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1580080,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD4,Friuli-Venezia Giulia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1602774,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD5,Emilia-Romagna,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1262917,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD5,Emilia-Romagna,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,15677423,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITD5,Emilia-Romagna,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,16940340,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE1,Toscana,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,58157,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE1,Toscana,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,3735882,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE1,Toscana,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,3794039,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE2,Umbria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,4118,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE2,Umbria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,914205,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE2,Umbria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,918324,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE3,Marche,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,17539,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE3,Marche,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1516972,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE3,Marche,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1534511,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE4,Lazio,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,40691,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE4,Lazio,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1912374,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITE4,Lazio,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1953065,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF1,Abruzzo,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,7398,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF1,Abruzzo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,646551,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF1,Abruzzo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,653948,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF2,Molise,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,215653,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF2,Molise,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,215653,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF3,Campania,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,2503,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF3,Campania,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,902272,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF3,Campania,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,904774,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF4,Puglia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,5472,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF4,Puglia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,829170,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF4,Puglia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,834642,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF5,Basilicata,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,99765,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF5,Basilicata,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,99765,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF6,Calabria,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,4244,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF6,Calabria,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,181931,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITF6,Calabria,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,186175,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITG1,Sicilia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1391,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITG1,Sicilia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,166114,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITG1,Sicilia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,167505,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITG2,Sardegna,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,102104,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITC4,Lombardia,ITG2,Sardegna,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,102104,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,WORLD,Mondo,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,8989349,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,WORLD,Mondo,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,28993467,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,WORLD,Mondo,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,37982816,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,29786,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1754998,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,WRL_X_ITA,Paesi esteri,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1784784,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,8959563,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,27238468,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,36198031,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,ITC1,Piemonte,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,26803,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITDA,Trentino Alto Adige,ITC1,Piemonte,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,243982,,
